,NAME,B15003_001E,B15003_002E,B15003_003E,B15003_004E,B15003_005E,B15003_006E,B15003_008E,B15003_009E,B15003_010E,B15003_011E,B15003_012E,B15003_013E,B15003_014E,B15003_015E,B15003_016E,B15003_017E,B15003_018E,B15003_019E,B15003_020E,B15003_021E,B15003_022E,B15003_023E,B15003_024E,B15003_025E,B01001_001E,B01001_002E,B01001_005E,B01001_006E,B01001_007E,B01001_026E,B01001_029E,B01001_030E,B01001_031E,state,zip code tabulation area
1013,ZCTA5 12446,3654,42,0,0,19,0,0,73,0,9,0,0,33,115,47,1027,113,225,492,386,529,425,65,54,5063,2438,134,56,53,2625,147,71,0,36,12446
1014,ZCTA5 12472,1134,0,0,0,0,0,0,0,0,8,24,0,0,5,0,247,12,38,236,152,262,80,70,0,1464,779,21,34,25,685,47,10,22,36,12472
1015,ZCTA5 12473,637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,36,20,43,62,134,105,17,0,726,441,0,0,22,285,0,0,0,36,12473
1016,ZCTA5 12495,131,0,0,0,0,0,0,0,0,0,0,0,5,0,0,35,0,0,5,22,38,17,9,0,131,61,0,0,0,70,0,0,0,36,12495
1017,ZCTA5 12507,141,7,0,0,0,0,0,0,0,0,0,0,0,0,7,0,6,12,20,12,40,25,8,4,250,132,7,0,16,118,12,0,30,36,12507
1018,ZCTA5 12538,9159,58,8,0,0,0,0,6,45,0,68,30,220,126,218,2475,297,603,1154,1109,1540,971,182,49,14081,6790,247,184,484,7291,327,286,702,36,12538
1019,ZCTA5 12547,2059,11,0,0,0,0,0,1,0,0,10,0,19,19,9,355,111,194,292,381,359,259,9,30,2855,1334,63,36,27,1521,185,32,9,36,12547
1020,ZCTA5 12553,18079,251,0,2,32,0,15,1,112,0,124,189,98,174,238,4761,475,1270,2395,2038,3342,2095,176,291,26674,13569,1143,535,671,13105,704,553,234,36,12553
1021,ZCTA5 12567,1977,63,0,0,0,0,0,0,0,0,6,4,62,45,33,632,99,99,199,218,233,175,74,35,2633,1249,37,66,75,1384,34,33,14,36,12567
1022,ZCTA5 12570,4870,24,0,0,0,0,0,0,0,0,0,5,35,73,65,1090,114,316,614,506,1012,898,55,63,6827,3378,249,180,37,3449,220,151,142,36,12570
1023,ZCTA5 12721,3966,14,0,0,21,0,8,0,25,3,44,16,31,24,92,1498,245,382,513,369,334,268,50,29,6387,3312,208,163,179,3075,351,91,44,36,12721
1024,ZCTA5 12723,1188,9,0,0,0,0,0,0,0,0,3,11,4,24,0,259,29,57,227,150,215,180,20,0,1625,760,9,39,30,865,39,61,35,36,12723
1025,ZCTA5 12724,232,0,0,0,0,0,0,0,0,0,0,0,14,0,0,116,0,11,45,0,19,27,0,0,255,128,0,9,0,127,9,0,0,36,12724
1026,ZCTA5 12734,664,0,0,0,0,0,0,31,7,45,0,0,36,34,6,197,25,8,170,13,46,27,16,3,890,384,24,13,8,506,72,0,0,36,12734
1027,ZCTA5 12743,311,13,0,0,0,0,0,0,0,0,3,0,0,17,6,116,13,17,41,9,21,47,5,3,420,206,12,33,0,214,25,0,22,36,12743
1028,ZCTA5 12749,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,11,0,35,80,35,0,0,0,227,113,41,0,0,114,0,0,0,36,12749
1029,ZCTA5 12771,10637,224,0,0,4,0,0,0,4,52,75,206,246,252,146,3273,675,695,1517,947,1353,750,157,54,14788,7184,686,292,77,7604,511,280,334,36,12771
1030,ZCTA5 12780,1599,22,0,0,0,0,0,0,0,7,0,31,39,38,10,610,108,93,228,161,182,53,0,17,2206,1147,75,40,18,1059,83,71,16,36,12780
1031,ZCTA5 12785,773,4,0,0,0,0,32,0,4,16,0,16,0,40,10,192,16,70,117,96,97,31,32,0,953,459,16,0,29,494,9,55,0,36,12785
1032,ZCTA5 12792,191,0,0,0,0,0,0,0,0,0,0,0,19,0,0,75,0,0,0,10,55,25,0,7,272,162,0,0,19,110,0,0,0,36,12792
1033,ZCTA5 12812,78,0,0,0,0,0,0,0,0,0,0,0,2,0,0,21,9,1,0,6,4,35,0,0,143,97,28,13,0,46,0,0,0,36,12812
1034,ZCTA5 12823,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,0,19,0,32,40,0,0,227,84,0,11,11,143,0,0,20,36,12823
1035,ZCTA5 12832,4814,53,0,0,0,0,0,6,13,92,74,86,88,240,120,1739,322,371,376,511,412,240,29,42,6502,2917,175,139,36,3585,187,148,45,36,12832
1036,ZCTA5 12835,2032,33,0,2,2,0,0,0,3,11,45,29,68,40,30,712,124,153,215,224,210,113,11,7,2456,1234,55,23,3,1222,58,44,8,36,12835
1037,ZCTA5 12850,2179,15,0,0,0,0,0,12,0,6,10,18,10,41,38,511,118,150,286,284,453,144,24,59,2887,1535,66,111,24,1352,31,7,0,36,12850
1038,ZCTA5 12853,1357,15,0,0,0,0,10,0,0,22,91,28,15,0,19,403,82,80,190,144,124,103,14,7,1836,937,49,22,27,899,16,24,30,36,12853
1039,ZCTA5 12855,184,0,0,0,0,0,0,0,0,1,3,8,4,4,5,50,6,13,53,14,16,4,3,0,210,99,2,4,0,111,4,1,0,36,12855
1040,ZCTA5 12870,1244,0,0,0,0,0,0,0,0,4,1,31,4,22,10,363,26,55,112,121,257,183,13,42,1816,918,116,97,0,898,21,90,22,36,12870
1041,ZCTA5 12874,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,7,11,54,31,24,3,156,78,0,0,0,78,0,0,0,36,12874
1042,ZCTA5 12914,622,0,0,0,0,0,0,0,0,10,35,8,8,8,9,226,25,25,47,129,38,45,9,0,928,501,54,34,2,427,27,14,17,36,12914
1043,ZCTA5 12916,1551,6,0,0,0,0,0,0,0,3,58,55,30,20,6,621,147,50,136,184,93,120,19,3,2108,1094,71,17,28,1014,41,25,15,36,12916
1044,ZCTA5 12917,924,17,0,0,0,0,0,1,0,3,48,7,22,28,5,337,54,70,100,104,97,25,2,4,1378,701,47,29,30,677,38,49,10,36,12917
1045,ZCTA5 12937,1155,0,0,0,1,0,0,0,3,0,17,25,23,31,6,378,107,87,236,103,77,49,12,0,2014,1088,75,74,26,926,54,79,5,36,12937
1046,ZCTA5 12946,3058,15,0,0,0,0,0,0,0,0,2,32,50,0,46,547,198,214,389,310,857,286,65,47,4746,2193,185,189,21,2553,269,88,35,36,12946
1047,ZCTA5 12950,573,0,0,0,0,0,0,0,0,4,9,0,27,16,13,189,80,45,77,48,39,25,0,1,706,419,19,5,39,287,8,3,8,36,12950
1048,ZCTA5 12985,942,0,0,0,0,0,0,0,0,6,2,0,84,39,0,303,184,38,103,31,89,63,0,0,1328,682,17,40,12,646,70,3,0,36,12985
1049,ZCTA5 14814,1272,0,0,0,0,0,0,0,0,0,0,0,0,17,15,183,0,45,68,148,381,320,15,80,1942,994,109,92,0,948,56,71,0,36,14814
1050,ZCTA5 14818,1717,47,0,0,0,0,0,3,0,0,0,0,27,27,5,344,10,109,273,224,291,182,79,96,2176,1108,79,108,14,1068,39,2,4,36,14818
1051,ZCTA5 14820,539,0,0,4,0,0,0,0,0,11,11,6,5,35,2,251,38,35,47,52,27,15,0,0,826,403,25,34,5,423,18,32,18,36,14820
1052,ZCTA5 14841,597,0,0,0,0,0,0,0,0,0,0,0,20,0,48,69,21,38,158,49,110,44,0,40,707,334,0,0,0,373,19,0,0,36,14841
1053,ZCTA5 14842,703,0,0,0,0,0,0,0,0,0,169,0,0,0,15,109,59,16,48,50,160,53,24,0,1123,609,89,16,0,514,26,71,25,36,14842
1054,ZCTA5 14870,6824,5,0,0,0,0,0,5,3,0,26,54,54,172,42,1493,339,427,587,922,1141,997,120,437,9468,4695,321,196,110,4773,235,178,76,36,14870
1055,ZCTA5 14886,4872,0,0,0,0,0,0,0,0,0,52,4,27,16,36,873,204,323,722,499,1089,741,122,164,6713,3344,380,203,29,3369,204,135,108,36,14886
1056,ZCTA5 14057,5944,38,0,0,0,0,0,2,16,0,27,32,30,67,74,1865,213,285,576,1122,905,566,96,30,8022,3986,253,192,84,4036,184,129,52,36,14057
1057,ZCTA5 14068,5014,57,0,0,0,0,0,7,22,5,19,80,83,0,70,964,45,246,459,521,1256,685,353,130,6731,2937,198,121,112,3794,160,297,56,36,14068
1058,ZCTA5 14069,600,5,0,0,0,0,0,0,0,0,0,0,0,1,50,103,57,25,68,99,109,69,5,9,792,408,16,0,8,384,13,14,0,36,14069
1059,ZCTA5 14101,1364,15,0,0,0,0,0,0,0,12,24,14,45,12,22,412,135,113,128,206,125,95,6,0,1910,972,59,14,30,938,83,67,13,36,14101
1060,ZCTA5 14102,922,0,0,0,0,43,0,0,0,0,0,0,14,0,15,352,27,56,54,98,106,96,27,34,1255,677,64,56,0,578,15,25,0,36,14102
1061,ZCTA5 14063,8237,36,0,0,0,0,0,0,0,0,47,45,61,90,33,1991,511,499,850,925,1512,1108,220,301,14302,7023,432,302,769,7279,326,277,784,36,14063
1062,ZCTA5 14065,1152,0,0,0,0,0,0,0,0,2,65,6,1,45,44,488,82,80,107,70,82,69,0,11,1637,747,54,14,4,890,64,29,10,36,14065
1063,ZCTA5 11553,16547,492,0,0,98,228,48,176,611,323,249,722,266,225,397,4499,624,580,1857,1406,2132,1162,118,107,26054,12576,850,571,557,13478,754,539,534,36,11553
1064,ZCTA5 11559,4837,16,0,0,0,0,0,71,50,0,38,27,23,84,80,444,23,94,707,227,1421,708,573,215,8192,3515,355,192,182,4677,627,333,187,36,11559
1065,ZCTA5 11565,6253,52,0,0,0,0,0,20,27,0,9,12,9,65,25,1223,52,217,629,548,1922,1215,137,91,8560,3945,172,192,152,4615,265,121,78,36,11565
1066,ZCTA5 11545,8839,24,0,0,0,0,0,86,87,7,31,0,0,31,68,1164,142,408,787,414,2806,1588,942,254,12604,6548,509,293,92,6056,369,273,229,36,11545
1067,ZCTA5 11563,16119,231,0,0,0,0,69,25,192,32,133,61,109,84,236,3475,342,889,1837,1422,3999,2247,557,148,21919,10553,455,393,385,11366,723,432,60,36,11563
1068,ZCTA5 11569,893,8,0,0,0,0,0,0,0,0,0,0,0,0,0,163,25,36,137,43,181,186,99,15,1117,624,12,61,7,493,0,10,0,36,11569
1069,ZCTA5 11581,14890,216,0,0,0,37,23,47,91,32,199,11,85,83,330,3285,327,504,1532,1282,4033,1894,690,183,21794,10629,904,286,267,11165,861,296,207,36,11581
1070,ZCTA5 11691,40849,1518,43,0,215,183,141,256,636,458,772,833,753,1583,1864,8246,1849,1835,5969,2941,6425,3044,679,388,68543,31742,2413,1177,879,36801,2587,1489,905,36,11691
1071,ZCTA5 11701,19177,430,0,0,9,13,14,93,276,139,240,206,186,426,526,5941,647,869,2360,1807,2956,1565,170,94,28363,13434,1130,563,185,14929,784,423,282,36,11701
1072,ZCTA5 11720,19314,334,0,0,0,0,32,33,34,13,140,287,125,254,377,5219,623,1252,2368,2096,3496,1923,279,416,28454,13954,939,658,393,14500,995,477,507,36,11720
1073,ZCTA5 11726,13342,471,0,0,0,35,71,94,174,197,133,335,284,498,525,4135,434,563,1560,1066,1748,842,112,48,19481,9981,531,327,294,9500,421,278,220,36,11726
1074,ZCTA5 11738,12498,217,0,0,0,21,103,32,45,79,70,192,78,147,320,3341,348,791,1468,1670,2342,1008,150,76,17972,9258,767,412,276,8714,497,313,256,36,11738
1075,ZCTA5 11743,30004,420,20,0,0,0,51,4,81,19,122,55,82,134,340,4161,307,1156,2865,2349,9095,5872,2004,845,41878,20722,1351,1084,539,21156,1157,826,451,36,11743
1076,ZCTA5 11693,9048,180,0,6,0,83,0,93,169,17,47,201,158,345,328,2389,367,332,1166,746,1464,796,126,11,12944,6213,348,222,121,6731,325,142,59,36,11693
1077,ZCTA5 11944,3603,186,0,0,0,0,7,21,24,0,118,54,57,43,29,843,89,129,446,251,646,485,103,72,4287,1804,73,30,31,2483,148,32,17,36,11944
1078,ZCTA5 11954,3030,19,4,0,0,0,15,0,0,0,18,26,0,13,96,683,41,220,428,202,916,226,88,35,3685,2075,18,55,41,1610,30,0,2,36,11954
1079,ZCTA5 11956,214,0,0,0,0,0,0,0,0,0,0,0,0,6,0,33,0,22,25,13,72,24,11,8,250,132,0,9,9,118,0,0,0,36,11956
1080,ZCTA5 11959,440,7,0,0,0,0,0,0,2,0,0,0,0,0,0,46,3,21,28,27,134,112,56,4,545,271,19,0,25,274,6,11,0,36,11959
1081,ZCTA5 11964,1599,0,0,0,0,0,0,0,0,0,0,52,0,0,0,265,53,0,405,46,272,400,73,33,2413,1203,36,54,0,1210,206,46,0,36,11964
1082,ZCTA5 11368,72269,3086,16,73,155,413,711,1678,8022,1014,2416,1470,1989,1565,2369,22392,1880,1985,6418,4331,6971,1678,361,114,112088,58549,3632,2226,1502,53539,4134,1918,937,36,11368
1083,ZCTA5 11385,73871,1489,10,75,16,201,295,546,2112,575,1115,1176,1335,926,1636,19826,2633,6458,6303,5519,13853,6200,632,413,107796,53561,3289,2008,1026,54235,3765,1668,1025,36,11385
1084,ZCTA5 11412,26598,604,2,23,0,19,95,150,326,92,202,292,270,541,598,7421,1381,863,5098,2199,3883,2061,271,168,37857,17367,1076,739,643,20490,1159,711,342,36,11412
1085,ZCTA5 11414,21441,369,0,0,0,0,18,148,115,0,458,313,506,367,586,6077,843,920,2796,2025,3454,1984,378,35,28313,13665,763,499,185,14648,1075,404,227,36,11414
1086,ZCTA5 11430,192,0,0,0,0,0,0,0,5,0,0,0,27,0,16,37,37,10,33,11,11,0,5,0,206,206,0,0,0,0,0,0,0,36,11430
1087,ZCTA5 11518,7211,12,0,0,0,0,55,11,31,24,71,61,32,38,27,1935,53,376,574,791,1769,970,308,61,9969,4936,321,151,160,5033,285,206,102,36,11518
1088,ZCTA5 11542,19235,485,0,0,56,53,112,238,284,193,325,290,199,208,312,4939,434,624,1570,1238,4240,2274,610,226,27893,13389,855,384,192,14504,645,559,347,36,11542
1089,ZCTA5 11548,1443,12,0,0,0,0,0,20,0,0,0,0,17,0,15,182,17,46,145,70,436,347,109,27,2922,1346,55,11,174,1576,64,92,298,36,11548
1090,ZCTA5 11558,6422,114,0,0,0,0,7,15,63,5,102,26,17,118,66,2044,168,401,781,580,1006,661,183,59,8465,4827,232,105,168,3638,171,75,9,36,11558
1091,ZCTA5 11560,4620,25,0,0,0,1,0,5,6,0,62,33,7,17,60,588,68,173,451,349,1615,806,258,89,6669,3084,196,77,75,3585,257,214,77,36,11560
1092,ZCTA5 11579,3802,17,0,0,0,0,0,3,0,0,0,1,49,7,22,402,26,135,461,173,1088,858,361,186,5214,2533,140,84,103,2681,183,135,9,36,11579
1093,ZCTA5 11694,16008,292,0,11,0,31,20,19,125,75,110,129,317,214,367,3356,417,514,2036,1101,3797,2228,532,298,21202,10850,668,364,171,10352,733,273,106,36,11694
1094,ZCTA5 11697,2690,0,0,0,0,0,0,0,0,0,0,10,0,1,41,386,84,207,371,234,745,509,77,25,3674,1631,36,58,7,2043,170,50,34,36,11697
1095,ZCTA5 11703,11291,125,11,0,0,0,0,23,84,0,12,20,78,24,269,3061,347,703,1685,1395,2130,999,193,124,16119,7447,512,283,278,8672,604,255,163,36,11703
1096,ZCTA5 11729,19399,403,17,0,0,13,0,4,58,51,140,110,214,196,554,5267,612,1290,2462,1979,3842,1733,300,135,27252,13294,898,603,341,13958,746,401,198,36,11729
1097,ZCTA5 11732,2748,21,0,0,2,0,0,0,0,0,3,13,29,0,24,563,24,124,315,221,615,551,208,35,3751,1764,120,111,44,1987,102,68,32,36,11732
1098,ZCTA5 11747,13714,171,0,0,0,0,7,5,47,34,72,10,25,60,154,1930,149,624,1510,927,3793,2504,1300,344,18288,8333,452,353,190,9955,431,451,114,36,11747
1099,ZCTA5 11751,10173,155,0,0,13,0,7,10,8,25,28,75,125,110,160,2323,250,696,1100,1061,2325,1445,168,34,14314,7034,388,298,205,7280,449,237,142,36,11751
1100,ZCTA5 11758,37796,159,10,9,0,0,17,27,96,63,156,36,216,277,335,8297,981,2328,4013,4082,9759,5615,821,465,52783,25518,1393,1107,779,27265,1409,1023,515,36,11758
1101,ZCTA5 11768,15439,22,0,0,0,0,0,0,22,0,6,13,31,11,176,2149,266,780,1532,1274,4769,3139,898,342,21113,10149,661,440,77,10964,760,429,126,36,11768
1102,ZCTA5 11772,32777,222,0,0,0,0,46,21,825,45,485,517,204,597,811,9455,1010,1881,4345,3502,4742,3236,467,264,45991,22755,1285,908,351,23236,1418,795,688,36,11772
1103,ZCTA5 11782,10438,38,0,0,0,0,0,0,24,38,64,34,155,155,138,1896,213,651,1146,859,2467,2145,315,100,14965,7324,606,212,128,7641,479,331,60,36,11782
1104,ZCTA5 11784,17250,249,0,13,25,0,26,48,107,66,141,108,154,172,217,4665,805,1494,2569,1736,2869,1407,232,112,25337,12496,933,632,192,12841,902,428,300,36,11784
1105,ZCTA5 11798,9121,260,7,13,0,0,13,0,29,22,121,169,70,158,307,2923,425,371,1563,651,1119,543,189,114,14864,6963,643,275,207,7901,649,221,243,36,11798
1106,ZCTA5 11932,901,24,0,0,0,0,0,0,12,0,0,32,0,9,11,194,3,29,66,86,255,145,26,0,1120,563,9,32,0,557,33,14,19,36,11932
1107,ZCTA5 11935,2372,39,0,0,0,0,2,0,0,0,0,9,0,0,32,413,24,248,199,281,592,384,103,46,3160,1510,110,66,41,1650,148,54,0,36,11935
1108,ZCTA5 13642,7084,45,0,0,0,0,0,0,27,23,59,254,215,284,179,2498,558,518,860,603,587,296,54,24,9909,5598,345,121,173,4311,263,141,65,36,13642
1109,ZCTA5 13654,1473,19,0,0,0,0,0,0,7,3,209,27,17,21,12,410,79,63,189,206,109,96,2,4,2578,1361,123,83,34,1217,88,67,21,36,13654
1110,ZCTA5 13656,1723,0,0,0,0,8,0,19,0,18,109,16,38,52,11,597,127,103,101,290,157,61,16,0,3133,1611,151,89,40,1522,152,73,25,36,13656
1111,ZCTA5 13659,304,0,0,0,0,0,0,0,0,2,7,3,7,7,2,126,44,25,24,26,23,2,0,4,439,220,8,6,0,219,7,16,7,36,13659
1112,ZCTA5 13660,1113,23,0,0,0,0,0,0,0,0,11,26,10,29,9,378,68,80,131,153,129,48,7,11,1697,861,53,53,28,836,61,31,8,36,13660
1113,ZCTA5 13669,11722,123,0,0,9,0,0,5,22,63,281,168,379,542,198,3168,1014,787,1453,1386,1277,756,52,39,15908,8468,505,281,63,7440,543,196,99,36,13669
1114,ZCTA5 13682,529,0,0,0,0,0,0,0,0,0,3,0,36,9,3,163,37,52,28,104,51,39,4,0,731,356,21,20,0,375,17,13,8,36,13682
1115,ZCTA5 13697,1461,15,0,0,0,0,0,0,3,0,0,9,22,21,28,521,77,157,124,137,230,114,3,0,2047,1078,95,19,13,969,63,51,6,36,13697
1116,ZCTA5 13118,4607,26,0,0,0,0,2,0,0,15,109,147,225,178,61,1259,471,246,588,626,395,203,39,17,6159,3489,211,114,66,2670,198,134,37,36,13118
1117,ZCTA5 13120,1390,37,0,0,3,0,0,0,0,8,10,26,28,15,68,304,22,253,106,253,131,113,5,8,2109,948,65,18,17,1161,49,78,14,36,13120
1118,ZCTA5 13131,2704,24,0,0,0,0,4,0,51,5,35,45,84,103,40,810,205,136,325,401,275,145,11,5,3611,1911,80,54,24,1700,139,40,37,36,13131
1119,ZCTA5 13614,231,0,0,0,0,0,0,0,0,0,0,16,9,5,0,100,13,11,38,6,16,0,0,0,339,133,0,0,0,206,41,17,0,36,13614
1120,ZCTA5 13624,4150,0,0,0,4,0,0,20,5,10,43,39,82,144,87,1039,330,283,616,560,502,309,62,15,5305,3071,111,69,32,2234,85,94,101,36,13624
1121,ZCTA5 13625,1370,2,0,0,0,0,0,0,0,3,3,28,21,0,12,443,66,48,140,180,200,181,7,36,1778,868,43,26,14,910,16,44,6,36,13625
1122,ZCTA5 14067,3632,9,0,0,0,0,0,0,0,0,6,20,50,65,69,1273,251,310,332,521,431,151,80,64,5076,2240,149,127,64,2836,348,229,72,36,14067
1123,ZCTA5 14080,3094,17,0,0,0,0,0,0,0,0,0,0,24,18,54,1098,114,160,388,477,455,223,29,37,4313,2312,73,142,107,2001,164,72,33,36,14080
1124,ZCTA5 14086,23300,126,8,0,0,8,0,56,8,0,102,60,107,110,154,5646,851,1328,2834,3199,4906,3141,323,313,32585,16193,1159,680,314,16392,857,560,414,36,14086
1125,ZCTA5 14129,1077,55,0,0,0,0,0,0,0,0,12,6,0,17,33,369,73,105,149,87,101,66,0,4,1530,722,26,44,12,808,45,41,30,36,14129
1126,ZCTA5 14138,1211,14,0,0,0,0,0,0,2,0,74,15,43,49,29,415,91,80,144,103,98,49,2,3,1879,1023,80,43,21,856,56,26,16,36,14138
1127,ZCTA5 14141,5454,36,0,7,0,0,0,0,68,0,9,4,134,20,60,1877,292,279,398,951,801,427,52,39,7480,3597,215,74,81,3883,211,189,125,36,14141
1128,ZCTA5 14202,2640,25,0,0,0,0,2,13,5,9,15,39,42,84,33,400,185,149,297,131,587,263,256,105,3385,1998,62,44,25,1387,34,63,30,36,14202
1129,ZCTA5 14209,5404,66,0,0,0,0,20,0,37,11,93,50,14,124,56,636,261,315,694,608,1173,697,306,195,7736,3890,119,32,285,3846,55,79,115,36,14209
1130,ZCTA5 14215,25156,267,82,18,9,16,72,36,140,62,282,253,562,803,653,5982,1671,1382,5012,2971,3014,1394,260,205,41435,18187,1629,984,667,23248,1351,1171,725,36,14215
1131,ZCTA5 14425,8057,30,0,0,0,0,49,56,0,21,0,0,13,99,91,1305,259,739,874,1100,2015,1284,93,29,12049,5630,471,304,32,6419,451,145,83,36,14425
1132,ZCTA5 14219,8905,42,0,0,0,0,2,0,53,12,43,41,116,214,123,2924,442,545,1358,1213,1223,473,40,41,12000,5786,346,191,110,6214,329,201,125,36,14219
1133,ZCTA5 14224,30621,134,0,26,0,0,0,0,15,52,158,106,415,296,389,8305,1308,1996,3486,4765,5738,3000,288,130,40815,19568,990,872,406,21247,1034,774,311,36,14224
1134,ZCTA5 14226,20687,117,0,0,0,0,8,0,50,49,105,88,152,58,166,2775,437,1145,2107,2042,5711,3906,966,805,30644,14208,895,586,442,16436,983,439,461,36,14226
1135,ZCTA5 14445,5276,32,0,0,0,0,0,0,13,0,14,53,127,64,88,988,103,420,691,697,1295,570,88,33,7716,3915,212,157,58,3801,155,91,76,36,14445
1136,ZCTA5 14464,5120,54,0,0,0,0,0,0,1,13,9,35,98,35,76,1410,276,384,717,757,839,391,16,9,7462,3746,243,198,55,3716,176,188,79,36,14464
1137,ZCTA5 14470,5425,19,0,0,0,0,0,0,0,6,43,106,174,118,45,1779,385,377,830,651,537,310,16,29,7406,3682,214,117,150,3724,165,78,119,36,14470
1138,ZCTA5 14502,7385,91,0,0,0,0,0,0,23,0,54,81,165,69,117,1395,445,401,745,1270,1422,901,119,87,10733,5225,313,278,141,5508,335,223,89,36,14502
1139,ZCTA5 14513,9830,245,0,0,0,0,0,2,4,26,94,115,281,224,162,2666,665,674,1428,1271,1142,658,95,40,13938,6632,579,284,229,7306,262,289,167,36,14513
1140,ZCTA5 14517,2172,68,6,0,0,0,0,0,0,8,7,98,60,64,29,724,140,155,309,180,173,143,8,0,2931,1462,108,69,46,1469,65,32,26,36,14517
1141,ZCTA5 14521,1601,15,0,0,0,0,0,0,8,0,81,33,69,18,54,423,95,127,187,172,169,133,12,5,2405,1216,64,81,20,1189,72,47,15,36,14521
1142,ZCTA5 14522,6801,76,0,0,0,0,18,10,0,27,65,16,123,191,220,1872,313,472,836,1097,889,501,31,35,9005,4490,274,85,26,4515,117,129,68,36,14522
1143,ZCTA5 14545,146,0,0,0,0,0,0,0,10,0,0,0,0,0,0,75,12,3,4,10,25,3,4,0,188,70,4,0,0,118,3,4,0,36,14545
1144,ZCTA5 14559,13498,50,0,0,0,0,8,14,0,12,57,35,97,220,104,2918,431,1020,1494,1893,3082,1721,168,174,18930,9268,547,336,166,9662,422,303,236,36,14559
1145,ZCTA5 14560,1539,19,5,0,0,0,0,0,5,13,9,46,57,34,61,311,117,88,172,221,197,169,3,12,2176,1114,50,57,7,1062,113,9,1,36,14560
1146,ZCTA5 14572,3328,15,0,0,0,0,0,2,0,23,73,30,33,94,62,1172,277,231,295,481,335,142,42,18,4640,2223,128,78,55,2417,168,87,116,36,14572
1147,ZCTA5 14585,78,0,0,0,0,0,0,0,0,0,0,0,0,5,5,25,5,10,10,4,14,0,0,0,85,36,0,0,0,49,0,0,0,36,14585
1148,ZCTA5 14586,7508,243,0,0,0,0,0,9,1,5,46,30,40,40,133,1461,192,370,801,1098,1614,1183,80,162,11875,5710,436,271,329,6165,385,235,158,36,14586
1149,ZCTA5 14609,28592,413,0,8,23,31,121,31,67,74,401,663,820,671,712,6968,1541,1778,3525,3406,4481,2350,215,214,41168,19658,1106,698,457,21510,1222,613,348,36,14609
1150,ZCTA5 14616,19245,305,9,0,0,0,28,25,9,14,66,186,415,243,387,5329,1351,1368,2441,2485,3119,1150,215,100,26948,12272,705,525,181,14676,1036,598,235,36,14616
1151,ZCTA5 14708,124,2,0,0,0,0,0,0,0,0,0,0,0,0,3,23,8,13,22,37,5,11,0,0,230,123,7,5,2,107,37,0,0,36,14708
1152,ZCTA5 14717,437,3,0,0,0,0,0,0,0,0,0,3,0,0,0,130,21,21,52,82,73,41,9,2,509,288,10,7,6,221,3,0,6,36,14717
1153,ZCTA5 14726,949,14,0,8,0,0,0,2,4,6,259,9,13,11,25,276,23,72,79,69,67,9,3,0,1892,985,91,62,9,907,45,9,31,36,14726
1154,ZCTA5 14736,176,0,0,0,0,0,0,0,0,0,0,0,4,0,0,71,7,8,34,27,6,19,0,0,203,109,3,0,0,94,0,4,4,36,14736
1155,ZCTA5 14739,1933,26,0,0,0,0,0,0,9,19,63,19,54,15,25,593,221,208,183,284,86,124,4,0,2740,1395,97,10,23,1345,94,43,8,36,14739
1156,ZCTA5 14753,819,15,0,0,0,0,0,0,0,0,0,12,15,24,3,374,28,51,83,98,78,30,8,0,1082,544,34,23,1,538,33,29,14,36,14753
1157,ZCTA5 14767,1267,18,0,0,0,9,0,0,13,0,199,11,15,11,5,432,21,62,134,206,79,45,7,0,2138,1169,124,50,33,969,107,75,15,36,14767
1158,ZCTA5 14770,1998,4,0,0,0,0,0,0,0,0,21,10,44,44,38,638,121,85,220,301,269,172,14,17,2926,1397,142,62,30,1529,126,52,39,36,14770
1159,ZCTA5 14008,1064,7,0,0,0,0,0,0,0,0,9,0,33,11,6,467,137,29,86,144,96,31,0,8,1415,703,36,86,10,712,79,0,36,36,14008
1160,ZCTA5 14805,732,2,2,0,0,0,0,0,0,0,0,9,14,23,14,202,48,57,111,50,163,30,4,3,1065,519,25,19,7,546,41,16,7,36,14805
1161,ZCTA5 14812,2471,16,0,6,0,0,4,0,5,3,0,22,55,45,34,851,173,208,319,409,213,91,4,13,3525,1726,131,90,36,1799,96,96,35,36,14812
1162,ZCTA5 14813,1719,9,0,0,0,0,0,4,0,3,20,9,31,28,22,621,113,88,189,244,195,120,15,8,2351,1222,80,49,20,1129,59,44,12,36,14813
1163,ZCTA5 14861,889,18,0,0,0,0,0,11,0,0,6,9,47,39,10,377,43,62,109,46,72,25,9,6,1125,522,40,6,6,603,38,16,15,36,14861
1164,ZCTA5 14885,491,4,0,0,0,0,0,0,0,0,35,4,4,7,0,223,8,44,61,39,24,30,8,0,722,356,18,21,7,366,19,14,21,36,14885
1165,ZCTA5 14001,7059,61,0,0,0,0,0,0,0,0,92,80,55,71,204,1898,332,568,903,891,1183,646,33,42,9522,4892,412,199,84,4630,334,117,109,36,14001
1166,ZCTA5 14013,1287,5,0,0,0,0,0,0,0,0,0,16,31,47,26,431,100,104,206,205,75,41,0,0,1703,936,51,16,7,767,37,20,24,36,14013
